disease,symptom
concussion,blurry vision
concussion,confusion or feeling as if in a fog
concussion,amnesia surrounding the traumatic event
concussion,"dizziness or ""seeing stars"""
concussion,temporary loss of consciousness (though this doesn't always occur)
concussion,slurred speech
concussion,delayed response to questions
concussion,dazed appearance
concussion,"forgetfulness, such as repeatedly asking the same question"
concussion,concentration and memory complaints
concussion,irritability and other personality changes
concussion,sensitivity to light and noise
concussion,sleep disturbances
concussion,psychological adjustment problems and depression
concussion,disorders of taste and smell
illness anxiety disorder,being preoccupied with having or getting a serious disease or health condition
illness anxiety disorder,worrying that minor symptoms or body sensations mean you have a serious illness
illness anxiety disorder,being easily alarmed about your health status
illness anxiety disorder,finding little or no reassurance from doctor visits or negative test results
illness anxiety disorder,worrying excessively about a specific medical condition or your risk of developing a medical condition because it runs in your family
illness anxiety disorder,having so much distress about possible illnesses that it's hard for you to function
illness anxiety disorder,repeatedly checking your body for signs of illness or disease
illness anxiety disorder,frequently making medical appointments for reassurance — or avoiding medical care for fear of being diagnosed with a serious illness
illness anxiety disorder,"avoiding people, places or activities for fear of health risks"
illness anxiety disorder,constantly talking about your health and possible illnesses
illness anxiety disorder,frequently searching the internet for causes of symptoms or possible illnesses
ovarian cancer,abdominal bloating or swelling
ovarian cancer,quickly feeling full when eating
ovarian cancer,weight loss
ovarian cancer,discomfort in the pelvis area
ovarian cancer,"changes in bowel habits, such as constipation"
ovarian cancer,a frequent need to urinate
primary ovarian insufficiency,"irregular or skipped periods, which might be present for years or develop after a pregnancy or after stopping birth control pills"
primary ovarian insufficiency,difficulty getting pregnant
primary ovarian insufficiency,hot flashes
primary ovarian insufficiency,night sweats
primary ovarian insufficiency,vaginal dryness
primary ovarian insufficiency,dry eyes
primary ovarian insufficiency,irritability or difficulty concentrating
primary ovarian insufficiency,decreased sexual desire
bladder exstrophy,"epispadias. this is the least severe form of beec, in which the tube to expel urine (urethra) doesn't fully develop."
bladder exstrophy,"bladder exstrophy. this defect causes the bladder to form on the outside of the body. the bladder is also turned inside out. usually, bladder exstrophy will involve organs of the urinary tract, as well as the digestive and reproductive systems. defects of the abdominal wall, bladder, genitals, pelvic bones, final section of the large intestine (rectum) and opening at the end of the rectum (anus) can occur."
bladder exstrophy,"cloacal exstrophy. cloacal exstrophy (kloe-a-kul ek-stroh-fee) is the most serious form of beec. in this condition, the rectum, bladder and genitals don't fully separate as the fetus develops. these organs may not be correctly formed, and the pelvic bones are affected as well."
blepharitis,watery eyes
blepharitis,red eyes
blepharitis,"a gritty, burning or stinging sensation in the eyes"
blepharitis,eyelids that appear greasy
blepharitis,itchy eyelids
blepharitis,"red, swollen eyelids"
blepharitis,flaking of the skin around the eyes
blepharitis,crusted eyelashes
blepharitis,eyelid sticking
blepharitis,more frequent blinking
blepharitis,sensitivity to light
blepharitis,blurred vision that usually improves with blinking
sheehan's syndrome,difficulty breast-feeding or an inability to breast-feed
sheehan's syndrome,no menstrual periods or infrequent menstruation
sheehan's syndrome,inability to regrow shaved pubic hair
sheehan's syndrome,"slowed mental function, weight gain and difficulty staying warm as a result of an underactive thyroid (hypothyroidism)"
sheehan's syndrome,low blood pressure
sheehan's syndrome,low blood sugar
sheehan's syndrome,fatigue
sheehan's syndrome,irregular heartbeat
sheehan's syndrome,breast shrinkage
pyloric stenosis,"vomiting after feeding. the baby may vomit forcefully, ejecting breast milk or formula up to several feet away (projectile vomiting). vomiting might be mild at first and gradually become more severe as the pylorus opening narrows. the vomit may sometimes contain blood."
pyloric stenosis,persistent hunger. babies who have pyloric stenosis often want to eat soon after vomiting.
pyloric stenosis,stomach contractions. you may notice wavelike contractions (peristalsis) that ripple across your baby's upper abdomen soon after feeding but before vomiting. this is caused by stomach muscles trying to force food through the narrowed pylorus.
pyloric stenosis,dehydration. your baby might cry without tears or become lethargic. you might find yourself changing fewer wet diapers or diapers that aren't as wet as you expect.
pyloric stenosis,"changes in bowel movements. since pyloric stenosis prevents food from reaching the intestines, babies with this condition might be constipated."
pyloric stenosis,"weight problems. pyloric stenosis can keep a baby from gaining weight, and sometimes can cause weight loss."
coma,closed eyes
coma,"depressed brainstem reflexes, such as pupils not responding to light"
coma,"no responses of limbs, except for reflex movements"
coma,"no response to painful stimuli, except for reflex movements"
coma,irregular breathing
hyperoxaluria and oxalosis,severe or sudden back pain
hyperoxaluria and oxalosis,pain in the area below the ribs on the back (flank) that doesn't go away
hyperoxaluria and oxalosis,blood in the urine
hyperoxaluria and oxalosis,frequent urge to urinate
hyperoxaluria and oxalosis,pain when urinating
hyperoxaluria and oxalosis,chills or fever
tuberculosis,"latent tb. in this condition, you have a tb infection, but the bacteria remain in your body in an inactive state and cause no symptoms. latent tb, also called inactive tb or tb infection, isn't contagious. it can turn into active tb, so treatment is important for the person with latent tb and to help control the spread of tb. an estimated 2 billion people have latent tb."
tuberculosis,"active tb. this condition makes you sick and in most cases can spread to others. it can occur in the first few weeks after infection with the tb bacteria, or it might occur years later."
